Unnamed: 0,User,Age,Country,Platform,Day,Month,Year,Hour,Likes,Retweets,Comment,Hashtags,worlds,value_worlds,Sentiment,Timestamp,Daily Social Media Time (hrs)
120,CommunityLeader,54,UK,Twitter,14,9,2014,8,30,15,Empowered to make a difference in my community.,#Empowerment #Community,116,118,Empowerment,2014-09-14 08:30:00.000000 UTC,2.4
121,CommunityLove,59,USA,Instagram,20,4,2013,10,60,30,Gratitude for the supportive community around me.,#Gratitude #CommunitySupport,141,143,Gratitude,2013-04-20 10:30:00.000000 UTC,7.21
122,CommuterX,29,Canada,Twitter,15,1,2023,8,10,5,Traffic was terrible this morning.,#Traffic #Morning,1,1,Negative,2023-01-15 08:45:00.000000 UTC,5.83
123,ComplexThinker,18,Australia,Instagram,5,8,2020,12,28,14," Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities. ",#Confusion #PerplexedMind,219,221,Confusion,2020-08-05 12:15:00.000000 UTC,4.63
124,ConfusedMind,24,UK,Instagram,18,2,2023,14,50,25,Confusion clouds my mind as I navigate through decisions.,#Confusion #DecisionMaking,72,74,Confusion,2023-02-18 14:20:00.000000 UTC,6.97
125,ConfusedMind2,35,UK,Instagram,27,2,2023,14,50,25,Confusion reigns as I try to make sense of recent events.,#Confusion #MakingSense,96,98,Confusion,2023-02-27 14:20:00.000000 UTC,5.2
126,ConfusedMind3,55,USA,Instagram,2,3,2023,13,60,30,Confusion surrounds me as I navigate through life's choices.,#Confusion #LifeChoices,105,107,Confusion,2023-03-02 13:15:00.000000 UTC,3.49
127,CorruptedHeart,57,UK,Instagram,1,7,2016,9,15,7,Disgust at the corruption that stains society.,#Disgust #Corruption,189,191,Disgust,2016-07-01 09:45:00.000000 UTC,4.34
128,CosmosExplorer,13,South Africa,Instagram,8,7,2018,23,80,40,A sense of wonder at the vastness of the cosmos on a stargazing night.,#Wonder #StargazingAdventure,383,387,Wonder,2018-07-08 23:00:00.000000 UTC,5.3
129,CosmosExplorer,39,South Africa,Instagram,8,7,2018,23,80,40,Awe-inspired by the vastness of the cosmos on a stargazing night.,#Wonder #StargazingAdventure,403,407,Wonder,2018-07-08 23:00:00.000000 UTC,3.51
130,CovetousMind,34,Canada,Instagram,7,11,2018,11,20,10,Envy eats away at me as I see others' prosperity.,#Envy #Desire,174,176,Envy,2018-11-07 11:30:00.000000 UTC,6.42
131,CraftEnthusiast,24,USA,Instagram,20,8,2019,16,50,25,Admiration for the intricate details of a handcrafted masterpiece.,#Admiration #HandcraftedArt,343,347,Admiration,2019-08-20 16:00:00.000000 UTC,5.22
132,CreativeSpirit,19,Canada,Facebook,15,9,2018,16,30,15,Enthusiasm for a creative project in the making.,#Enthusiasm #Creativity,133,135,Enthusiasm,2018-09-15 16:00:00.000000 UTC,2.02
133,CricketFanChampionshipThrills,30,India,Facebook,25,6,2019,22,60,30,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",#Excitement #CricketChampionship,543,547,Excitement,2019-06-25 22:15:00.000000 UTC,7.64
132,CreativeSpirit,62,Canada,Facebook,15,9,2018,16,30,15,Enthusiasm for a creative project in the making.,#Enthusiasm #Creativity,133,135,Enthusiasm,2018-09-15 16:00:00.000000 UTC,3.99
133,CricketFanChampionshipThrills,29,India,Facebook,25,6,2019,22,60,30,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",#Excitement #CricketChampionship,543,547,Excitement,2019-06-25 22:15:00.000000 UTC,5.53
134,CrimeSeriesEnthusiastThrillSeeker,39,Japan,Facebook,12,7,2015,22,70,35,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",#Suspense #CrimeSeriesThrills,539,543,Suspense,2015-07-12 22:00:00.000000 UTC,7.32
135,CrossroadsExplorer,49,Canada,Instagram,5,8,2022,11,30,15," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",#Ambivalence #CrossroadsConfusion,242,246,Ambivalence,2022-08-05 11:30:00.000000 UTC,6.91
136,CrossroadsTraveler,31,India,Twitter,15,1,2022,10,30,15," Ambivalence clouding decisions, caught in the crossroads of conflicting emotions. ",#Ambivalence #ConflictingEmotions,232,236,Ambivalence,2022-01-15 10:30:00.000000 UTC,3.12
137,CrushAvoider,63,USA,Twitter,20,5,2023,19,30,15,Successfully avoided eye contact with my crush in the hallway. Mission accomplished. #TeenCrush #StealthMode,#CrushStruggles #AvoidingEyeContact,581,585,Excitement,2023-05-20 19:45:00.000000 UTC,7.66
138,CrushFailHighSchool,63,Canada,Twitter,20,8,2023,17,60,30,Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,#CrushFail #HighSchoolEmbarrassment,662,666,Embarrassed,2023-08-20 17:00:00.000000 UTC,0.62
139,CulinaryExplorer,26,Belgium,Twitter,2,3,2019,20,70,35,"Embarking on a culinary adventure, savoring exotic flavors around the world. ",#Adventure #CulinaryJourney,388,392,Adventure,2019-03-02 20:20:00.000000 UTC,3.74
140,CulinaryExplorer,38,Belgium,Twitter,2,3,2019,20,70,35,"Embarking on a culinary odyssey, savoring flavors around the world. ",#CulinaryOdyssey #FlavorsAroundTheWorld,408,412,CulinaryOdyssey,2019-03-02 20:20:00.000000 UTC,3.18
141,CultureEnthusiast,28,India,Instagram,15,9,2020,14,80,40,Thrilled to witness the grandeur of a cultural festival.,#Thrill #CulturalCelebration,336,340,Thrill,2020-09-15 14:45:00.000000 UTC,4.63
142,CultureExplorer,27,UK,Twitter,14,11,2016,13,55,28,Appreciation for the vibrant culture experienced during travel.,#Appreciation #CulturalExperience,359,363,Appreciation,2016-11-14 13:45:00.000000 UTC,2.09
143,CurrencyOfTears,14,USA,Facebook,22,12,2016,21,50,25,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",#Grief #LostLoveLonging,456,460,Grief,2016-12-22 21:45:00.000000 UTC,4.61
144,CurtainShield,44,Australia,Instagram,18,8,2018,14,24,12," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",#Dismissive #IndifferencePerformance,318,322,Dismissive,2018-08-18 14:40:00.000000 UTC,6.7
145,CustomerWoes,39,USA,Facebook,26,2,2023,15,35,18,Bitter experience at the customer service department.,#BitterExperience #CustomerService,94,96,Bitter,2023-02-26 15:00:00.000000 UTC,4.67
146,CyberbullyingVictimHighSchool,15,UK,Facebook,19,9,2023,15,27,14,Experiencing cyberbullying. Hateful messages online are disheartening.,#StopCyberbullying #HighSchoolReality,692,696,Hate,2023-09-19 15:15:00.000000 UTC,7.66
147,CyclingEnthusiastTireBlowout,27,France,Twitter,15,5,2017,22,45,22,"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",#Obstacle #CyclingFrustration,554,558,Obstacle,2017-05-15 22:00:00.000000 UTC,7.82
148,CyclingEnthusiastWorldChampion,60,Italy,Facebook,28,9,2015,22,70,35,"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",#Determination #CyclingChampion,549,553,Determination,2015-09-28 22:30:00.000000 UTC,7.68
149,DanceEnthusiast,25,UK,Facebook,12,6,2018,20,55,28,Spellbound by the elegance of a ballroom dance under crystal chandeliers.,#Elegance #BallroomDance,376,380,Elegance,2018-06-12 20:30:00.000000 UTC,0.61
150,DanceEnthusiast,20,Canada,Facebook,6,6,2023,22,55,28,Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight,#MusicMagic #TeenConcert,598,602,Joy,2023-06-06 22:30:00.000000 UTC,7.23
151,DanceEnthusiastCityNightPerformance,38,USA,Twitter,15,6,2018,22,80,40,"Underneath the city lights, the dancer expresses emotions through graceful movements, creating a mesmerizing performance under the night sky. ",#Mesmerizing #NightDancePerformance,571,575,Mesmerizing,2018-06-15 22:00:00.000000 UTC,6.03
152,DanceEnthusiastSenior,64,UK,Twitter,5,7,2023,20,35,18,"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer ",#DanceLife #SeniorMoves,627,631,Joy,2023-07-05 20:15:00.000000 UTC,2.21
151,DanceHarmony,25,France,Instagram,18,9,2016,19,35,18,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",#Positivity #SoulUpliftment,477,481,Positivity,2016-09-18 19:45:00.000000 UTC,3.32
152,DanceStrider,47,Canada,Facebook,15,1,2021,13,46,23," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",#Confident #DanceOfLife,274,278,Confident,2021-01-15 13:00:00.000000 UTC,7.99
153,DanceStrider,52,Canada,Facebook,15,1,2021,13,46,23," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",#Confident #DanceOfLife,288,292,Confident,2021-01-15 13:00:00.000000 UTC,1.35
154,DarkWhispers,25,UK,Twitter,14,7,2023,23,26,13," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",#Fearful #SpecterOfTheUnknown,311,315,Fearful,2023-07-14 23:00:00.000000 UTC,5.66
153,DawnGardener,50,UK,Instagram,17,7,2022,6,28,14," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",#Hopeful #SeedsOfOptimism,267,271,Hopeful,2022-07-17 06:15:00.000000 UTC,6.9
154,DawnGardener,32,UK,Instagram,17,7,2022,6,28,14," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",#Hopeful #SeedsOfOptimism,281,285,Hopeful,2022-07-17 06:15:00.000000 UTC,1.28
155,DawnGardener,45,India,Instagram,17,7,2022,6,28,14," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",#Hopeful #SeedsOfOptimism,295,299,Hopeful,2022-07-17 06:15:00.000000 UTC,6.46
156,DealingWithHateHighSchool,45,Canada,Instagram,12,9,2023,12,36,18,Encountered some mean-spirited comments online. Dealing with online hate is never easy.,#OnlineHate #HighSchoolReality,685,689,Hate,2023-09-12 12:30:00.000000 UTC,4.5
157,DebateClubParticipationHighSchool,40,Canada,Twitter,15,10,2023,20,43,22,Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,#DebateSkills #HighSchoolIntellect,718,722,Neutral,2023-10-15 20:45:00.000000 UTC,1.13
158,DebateTalk,17,USA,Twitter,17,1,2023,8,60,30,Political discussions heating up on the timeline.,#Politics #Debate,8,8,Negative,2023-01-17 08:00:00.000000 UTC,1.92
159,DebateWarriorHighSchool,56,Canada,Facebook,3,8,2023,12,35,18,"Joined the school debate team. Words are my weapons, and I'm ready for battle! ",#DebateWarrior #HighSchoolDebater,645,649,Excitement,2023-08-03 12:15:00.000000 UTC,2.56
160,DecisiveDilemma,29,Australia,Facebook,8,7,2022,11,30,15," Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty. ",#Ambivalence #ShadesOfUncertainty,223,225,Ambivalence,2022-07-08 11:30:00.000000 UTC,7.44
161,DesertWanderer,22,USA,Twitter,20,7,2017,11,30,15," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",#Loneliness #MiragesOfConnection,299,303,Loneliness,2017-07-20 11:45:00.000000 UTC,7.92
162,DessertExplorer,15,Canada,Facebook,27,1,2023,16,25,12,Trying out a new dessert recipe.,#Dessert #Cooking,39,40,Positive,2023-01-27 16:10:00.000000 UTC,2.09
163,DiaryExplorer,43,Canada,Facebook,10,8,2018,15,25,12," A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead. ",#Nostalgia #DiaryJourney,231,235,Nostalgia,2018-08-10 15:45:00.000000 UTC,0.6
164,DisgustedHeart,48,India,Twitter,11,2,2019,9,15,7,Disgust at the sight of injustice and cruelty.,#Disgust #Injustice,176,178,Disgust,2019-02-11 09:45:00.000000 UTC,2
165,DisneylandExplorer,13,USA,Instagram,28,9,2022,15,60,30,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",#Enchantment #ChildhoodFantasies,492,496,Enchantment,2022-09-28 15:45:00.000000 UTC,6.97
166,DiversityLover,39,Australia,Twitter,1,3,2023,10,45,,Reflecting on the beauty of diversity in our world.,#Acceptance #Diversity,101,103,Acceptance,2023-03-01 10:45:00.000000 UTC,7.19
167,DIYEnthusiast,24,USA,Twitter,1,12,2015,11,50,25,Satisfaction derived from successfully completing a DIY project.,#Satisfaction #DIYProject,353,357,Satisfaction,2015-12-01 11:30:00.000000 UTC,1.37
168,DIYEnthusiast,46,Australia,Facebook,15,4,2018,16,30,15,Enthusiasm for a DIY home improvement project.,#Enthusiasm #HomeImprovement,160,162,Enthusiasm,2018-04-15 16:00:00.000000 UTC,1.04
169,DocumentaryEnthusiastHiddenGemFinder,22,France,Twitter,20,4,2022,17,45,22,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",#Inspiration #HiddenGemDiscovery,537,541,Inspiration,2022-04-20 17:30:00.000000 UTC,7.68
170,DoodleMasterHighSchool,48,USA,Twitter,14,8,2023,16,40,20,Mastering the art of the perfect doodle during boring classes. Doodles: A+!,#DoodleMaster #HighSchoolArt,656,660,Joy,2023-08-14 16:15:00.000000 UTC,5.68
171,DramaClubStarHighSchool,33,USA,Facebook,12,8,2023,13,50,25,"Joined the drama club to unleash my inner actor. Lights, camera, action! ",#DramaClubStar #HighSchoolActor,654,658,Excitement,2023-08-12 13:45:00.000000 UTC,3.62
172,DramaEnthusiastHeartwarmingMoments,61,India,Instagram,15,1,2021,18,55,28,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",#Touched #FamilyDramaMoments,535,539,Touched,2021-01-15 18:00:00.000000 UTC,4.25
173,DreamCemetery,20,France,Facebook,15,8,2020,12,55,28,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",#Desolation #UntoldSorrows,466,470,Desolation,2020-08-15 12:30:00.000000 UTC,5.49
174,DreamChaser,30,USA,Twitter,3,11,2019,13,35,18," Determination burning like a wildfire, overcoming obstacles, turning dreams into reality. ",#Determination #DreamsIntoReality,215,217,Determination,2019-11-03 13:45:00.000000 UTC,0.61
175,DreamChaser,18,Australia,Instagram,28,10,2019,14,60,30,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",#Enthusiasm #HopefulJourney,474,478,Enthusiasm,2019-10-28 14:15:00.000000 UTC,0.81
176,DreamEchoes,61,Australia,Twitter,10,9,2017,19,40,20,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",#Desolation #ScatteredHope,441,445,Desolation,2017-09-10 19:15:00.000000 UTC,1.63
177,DreamerInSilence,58,India,Facebook,1,3,2020,19,25,12," Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams. ",#Melancholy #WhispersInTheBreeze,211,213,Melancholy,2020-03-01 19:00:00.000000 UTC,5.29
178,DreamGardener,26,UK,Twitter,10,6,2018,13,40,20,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",#Desolation #ShatteredHopes,455,459,Desolation,2018-06-10 13:30:00.000000 UTC,2.31
178,DreamGardener,47,UK,Twitter,10,6,2018,13,40,20,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",#Desolation #ShatteredHopes,455,459,Desolation,2018-06-10 13:30:00.000000 UTC,1.88
179,DreamMosaic,55,Canada,Instagram,7,1,2022,11,30,15," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",#Frustrated #MosaicOfDisappointment,309,313,Frustrated,2022-01-07 11:10:00.000000 UTC,6.16
180,DreamMosaic,41,Canada,Twitter,7,1,2022,11,30,15," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",#Frustrated #MosaicOfDisappointment,331,335,Frustrated,2022-01-07 11:10:00.000000 UTC,5.53
181,DreamPainter,40,India,Instagram,18,4,2022,8,24,12," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",#Hopeful #CanvasOfDreams,250,254,Hopeful,2022-04-18 08:00:00.000000 UTC,3.27
182,DreamSculptor,25,UK,Twitter,10,10,2021,14,40,20," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",#Determination #SculptingDreams,244,248,Determination,2021-10-10 14:45:00.000000 UTC,5.11
183,DreamsInWind,17,Brazil,Twitter,8,1,2022,11,40,20,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",#Ruins #ShatteredDreams,440,444,Ruins,2022-01-08 11:30:00.000000 UTC,4.92
184,DreamSoarer,59,UK,Twitter,10,6,2020,10,44,22," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",#FreeSpirit #WingsOfDreams,272,276,Free-spirited,2020-06-10 10:05:00.000000 UTC,3.85
185,DreamSoarer,59,UK,Twitter,10,6,2020,10,44,22," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",#FreeSpirit #WingsOfDreams,286,290,Free-spirited,2020-06-10 10:05:00.000000 UTC,4.58
186,DreamTightrope,45,Japan,Twitter,18,7,2020,15,70,35,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",#Resilience #TightropeWalk,450,454,Resilience,2020-07-18 15:15:00.000000 UTC,3.03
187,DrowningSoul,30,India,Facebook,20,8,2020,20,20,10," Sinking in despair, each day darker than the last. ",#Despair #DarkDays,190,192,Despair,2020-08-20 20:20:00.000000 UTC,1.82
188,EchoedConversation,31,Spain,Instagram,15,6,2016,22,60,30,"The echoes of solitude, a silent conversation between a soul and its shadows. ",#Solitude #ShadowConversation,470,474,Solitude,2016-06-15 22:30:00.000000 UTC,3.16
189,EchoedLaughter,50,Canada,Twitter,12,4,2018,18,70,35,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",#Happiness #SpiritLifter,472,476,Happiness,2018-04-12 18:30:00.000000 UTC,6.88
190,EchoedLaughter,59,South Africa,Instagram,20,5,2022,20,60,30,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",#Isolation #SilentSolitude,451,455,Isolation,2022-05-20 20:30:00.000000 UTC,1.41
191,EchoesOfLoss,59,Italy,Facebook,28,6,2015,21,55,28,"Torn apart by grief, the echoes of loss reverberate through the soul. ",#Grief #TornApart,429,433,Grief,2015-06-28 21:15:00.000000 UTC,1.99
192,EchoingSoul,53,Australia,Instagram,12,9,2019,18,30,15," Loneliness echoes in empty spaces, yearning for connection.",#Loneliness #YearningForConnection,192,194,Loneliness,2019-09-12 18:10:00.000000 UTC,2.55
193,EcoAwareness,46,UK,Twitter,12,2,2023,18,35,18,The state of the world's environment is just disgusting.,#Disgust #Environment,56,58,Disgust,2023-02-12 18:20:00.000000 UTC,1.28
194,ElusiveKeys,17,USA,Twitter,15,1,2021,22,40,20," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",#Envious #DesireForKeys,329,333,Envious,2021-01-15 22:10:00.000000 UTC,3.82
195,EmotionallyDistant,21,India,Twitter,10,8,2021,14,15,8," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",#Numbness #EmotionalShield,200,202,Numbness,2021-08-10 14:00:00.000000 UTC,5.29
196,EmotionCarnival,59,South Africa,Instagram,28,3,2019,15,70,35,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",#Thrill #WildHeartRide,490,494,Thrill,2019-03-28 15:30:00.000000 UTC,7.21
197,EmpathyFirst,44,India,Facebook,12,2,2023,14,50,25,Heartbroken after hearing the news about a natural disaster.,#Sadness #NaturalDisaster,55,57,Sadness,2023-02-12 14:45:00.000000 UTC,2.57
198,EndlessLabyrinth,13,Australia,Facebook,28,3,2017,22,55,28,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",#Despair #EndlessReverberation,453,457,Despair,2017-03-28 22:00:00.000000 UTC,2.95
199,EntrepreneurHope,18,Canada,Facebook,8,12,2017,19,45,22,Hopeful about the prospects of a new business venture.,#Hope #BusinessVenture,142,144,Hope,2017-12-08 19:15:00.000000 UTC,1.48
191,EchoesOfLoss,59,Italy,Facebook,28,6,2015,21,55,28,"Torn apart by grief, the echoes of loss reverberate through the soul. ",#Grief #TornApart,429,433,Grief,2015-06-28 21:15:00.000000 UTC,1.99
192,EchoingSoul,53,Australia,Instagram,12,9,2019,18,30,15," Loneliness echoes in empty spaces, yearning for connection.",#Loneliness #YearningForConnection,192,194,Loneliness,2019-09-12 18:10:00.000000 UTC,2.55
193,EcoAwareness,46,UK,Twitter,12,2,2023,18,35,18,The state of the world's environment is just disgusting.,#Disgust #Environment,56,58,Disgust,2023-02-12 18:20:00.000000 UTC,1.28
194,ElusiveKeys,17,USA,Twitter,15,1,2021,22,40,20," Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",#Envious #DesireForKeys,329,333,Envious,2021-01-15 22:10:00.000000 UTC,3.82
195,EmotionallyDistant,21,India,Twitter,10,8,2021,14,15,8," A numbness settles over me, a shield against the overwhelming emotions life throws my way. ",#Numbness #EmotionalShield,200,202,Numbness,2021-08-10 14:00:00.000000 UTC,5.29
196,EmotionCarnival,59,South Africa,Instagram,28,3,2019,15,70,35,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",#Thrill #WildHeartRide,490,494,Thrill,2019-03-28 15:30:00.000000 UTC,7.21
197,EmpathyFirst,44,India,Facebook,12,2,2023,14,50,25,Heartbroken after hearing the news about a natural disaster.,#Sadness #NaturalDisaster,55,57,Sadness,2023-02-12 14:45:00.000000 UTC,2.57
198,EndlessLabyrinth,13,Australia,Facebook,28,3,2017,22,55,28,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",#Despair #EndlessReverberation,453,457,Despair,2017-03-28 22:00:00.000000 UTC,2.95
199,EntrepreneurHope,18,Canada,Facebook,8,12,2017,19,45,22,Hopeful about the prospects of a new business venture.,#Hope #BusinessVenture,142,144,Hope,2017-12-08 19:15:00.000000 UTC,1.48
200,EnviousObserver,47,India,Twitter,12,8,2020,11,25,12,Jealousy consumes me as I witness others' success.,#Jealousy #Envy,167,169,Jealousy,2020-08-12 11:30:00.000000 UTC,6.58
201,EternalLearner,13,USA,Instagram,8,10,2022,8,40,20," Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom. ",#Curiosity #KnowledgeQuest,207,209,Curiosity,2022-10-08 08:15:00.000000 UTC,6.07
202,ExcitementFan,21,Australia,Twitter,30,10,2017,11,40,20,Arousal of excitement as I await a special announcement.,#Arousal #Excitement,119,121,Arousal,2017-10-30 11:30:00.000000 UTC,7.77
203,ExcitementSeeker,41,USA,Facebook,28,5,2023,12,35,18,"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife ",#ClassEvent #TeenExcitement,589,593,Surprise,2023-05-28 12:00:00.000000 UTC,3.12
204,ExplosiveMind,48,USA,Twitter,10,4,2017,14,25,12," Frustration boils over, a volcanic eruption of emotions.",#Frustration #EmotionalOutburst,182,184,Frustration,2017-04-10 14:45:00.000000 UTC,4.21
205,ExtracurricularExplorationHighSchool,46,UK,Instagram,7,10,2023,20,45,22,Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,#SchoolClubs #HighSchoolInterests,710,714,Neutral,2023-10-07 20:45:00.000000 UTC,7.79
206,F1FanHighSpeedRaceExcitement,24,Germany,Twitter,24,11,2019,19,55,28,"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",#Thrill #Formula1Championship,548,552,Thrill,2019-11-24 19:45:00.000000 UTC,2.54
207,FairyTaleAdventurer,50,USA,Instagram,8,3,2016,14,40,20,Whimsical delight in a world of whimsical fairy tales.,#Whimsy #FairyTaleMagic,397,401,Whimsy,2016-03-08 14:20:00.000000 UTC,3.09
208,FairyTaleExplorer,25,USA,Instagram,8,3,2016,14,40,20,Whimsical delight in a world of fairy tales and magical creatures.,#Whimsy #MagicalWorld,377,381,Whimsy,2016-03-08 14:20:00.000000 UTC,2.13
209,FamilyCelebration,29,Canada,Facebook,15,1,2023,19,50,25,Contentment in the midst of a family gathering filled with laughter.,#Contentment #FamilyLaughter,361,365,Contentment,2023-01-15 19:00:00.000000 UTC,7.29
210,FamilyChefSenior,51,USA,Twitter,27,6,2023,17,40,20,"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking ",#KitchenMemories #SeniorCulinary,619,623,Contentment,2023-06-27 17:45:00.000000 UTC,1.26
211,FamilyGatherer,46,Austria,Facebook,28,12,2017,19,45,22,Heartfelt gratitude for the laughter shared during a family reunion.,#Gratitude #FamilyLaughter,387,391,Gratitude,2017-12-28 19:15:00.000000 UTC,4.49
212,FamilyGatherer,57,Austria,Facebook,28,12,2017,19,45,22,Heartfelt gratitude for the laughter shared during a family reunion.,#Gratitude #FamilyLaughter,407,411,Gratitude,2017-12-28 19:15:00.000000 UTC,5.62
213,FamilyHistorian,47,India,Instagram,5,12,2016,21,50,25,Drenched in nostalgia while flipping through an old family photo album.,#Nostalgia #FamilyPhotoAlbum,416,420,Nostalgia,2016-12-05 21:00:00.000000 UTC,7.33
214,FamilyHostSenior,42,USA,Instagram,4,7,2023,17,70,35,"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost ",#HeartwarmingMoments #SeniorFamily,626,630,Contentment,2023-07-04 17:00:00.000000 UTC,4
215,FamilyLover,17,USA,Instagram,24,2,2023,16,30,15,Sending affectionate vibes to friends and family.,#Affection #FamilyLove,87,89,Affection,2023-02-24 16:00:00.000000 UTC,1.69
216,FamilyTime,32,UK,Facebook,26,1,2023,17,45,22,Quality time with family this weekend.,#FamilyTime #Weekend,36,37,Positive,2023-01-26 17:40:00.000000 UTC,0.63
217,FantasyBookNerdHighSchool,26,UK,Instagram,13,8,2023,20,70,35,Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,#FantasyBookNerd #HighSchoolReader,655,659,Excitement,2023-08-13 20:00:00.000000 UTC,2.46
218,FarewellHeart,25,India,Facebook,21,2,2023,14,50,25,Heartfelt sadness after bidding farewell to a dear friend.,#Sadness #Farewell,79,81,Sadness,2023-02-21 14:45:00.000000 UTC,5.12
219,FarewellSender,63,Japan,Instagram,15,3,2020,18,40,20,Bittersweet emotions arise while bidding farewell to a dear friend.,#Bittersweet #Farewell,341,345,Bittersweet,2020-03-15 18:30:00.000000 UTC,5.56
220,FashionBlunder,33,USA,Facebook,25,5,2023,19,40,20,"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles ",#WeekendOops #TeenFashion,586,590,Indifference,2023-05-25 19:00:00.000000 UTC,1.68
221,FashionEnthusiastDesignerShowcase,59,Italy,Instagram,10,11,2015,21,55,28,"In the realm of fashion, the designer unveils a collection that tells a story, blending innovation and tradition on the runway of creativity. ",#RunwayCreativity #FashionInnovation,578,582,Runway Creativity,2015-11-10 21:00:00.000000 UTC,2.78
222,FearfulDreamer,45,USA,Instagram,20,2,2023,21,30,15,The fear of the unknown is keeping me up at night.,#Fear #Unknown,78,80,Fear,2023-02-20 21:15:00.000000 UTC,1.77
223,FearfulJourney,54,India,Twitter,22,10,2021,18,30,15," Intimidation by the challenges ahead, fear takes hold.",#Intimidation #FacingFear,185,187,Intimidation,2021-10-22 18:30:00.000000 UTC,4.81
224,FearfulSoul,39,India,Facebook,3,12,2021,18,30,15,Intimidation by the unknown future ahead.,#Intimidation #Fear,172,174,Intimidation,2021-12-03 18:30:00.000000 UTC,1.76
